Cal-Vada Lodge Hotel	National Register of Historic Places in Washoe County, Nevada;Hotel buildings on the National Register of Historic Places in Nevada;Hotel buildings completed in 1935;Hotels in Nevada	Cal-Vada Lodge Hotel is a historic hotel in Crystal Bay, Nevada Crystal Bay, Nevada, United States, at the California-Nevada border at the north end of Lake Tahoe, is a Bungalow/craftsman architecture Bungalow/craftsman-style hotel that was built in 1935.  It was listed on the National Register of Historic Places in 1994.																	
Keen Kutter Building	Buildings and structures in Wichita, Kansas;Commercial buildings on the National Register of Historic Places in Kansas;Hotels in Kansas;Warehouses on the National Register of Historic Places;Historic district contributing properties in Kansas;National Register of Historic Places in Wichita, Kansas;Buildings and structures completed in 1906	Keen Kutter Building is a former hardware warehouse located in Wichita, Kansas, that was added to the National Register of Historic Places in 2003. The four-story building has a free standing water tower that powered a water sprinkler system. The tower is an important landmark on the city's skyline. In 1999 the building was re-purposed as the Hotel at Old Town, which includes a large collection of Keen Kutter hardware on display.																	
Hershey Lodge	Buildings and structures in Dauphin County, Pennsylvania;Convention centers in Pennsylvania;Hershey Entertainment and Resorts Company	Hershey Lodge is a hotel and convention center located in Hershey, Pennsylvania. It has 665 guest rooms and 100,000 square feet of function space, divided between two ballrooms and several other large event spaces.																	
Pincolini Hotel	Hotel buildings on the National Register of Historic Places in Nevada;Hotel buildings completed in 1922;National Register of Historic Places in Reno, Nevada;Hotels in Reno, Nevada	Pincolini Hotel, at 214 Lake St. in Reno, Nevada was a historic hotel that was built in 1922 and expanded in 1925 and 1930.  Also known as the Mizpah Hotel, it was listed on the National Register of Historic Places in 1984.																	
Friday's Station	Hotel buildings on the National Register of Historic Places in Nevada;Transport infrastructure completed in 1860;National Register of Historic Places in Douglas County, Nevada;Hotels in Nevada;Pony Express stations;Road transportation buildings and structures on the National Register of Historic Places;Stagecoach stations on the National Register of Historic Places in Nevada	Friday's Station, on U.S. Route 50 in Nevada US 50 between Kingsbury Grade and Loop Road in Stateline, Nevada, is a two-story wood-frame white building built as a Pony Express station and inn in 1860.  In 1986, it was known as Park Cattle Company Residence and was listed on the National Register of Historic Places. The two-story wood-frame white building is visible from U.S. Route 50 in California U.S. Route 50 near the California-Nevada border at Stateline, Nevada.																	
St. Charles-Muller's Hotel	Italianate architecture in Nevada;Hotel buildings completed in 1862;Hotels in Nevada;National Register of Historic Places in Carson City, Nevada;Hotel buildings on the National Register of Historic Places in Nevada;1862 establishments in Nevada Territory	St. Charles-Muller's Hotel, at 302-304-310 S. Carson St. in Carson City, Nevada, is a historic hotel built in 1862.  It has also been known as the St. Charles Hotel and as the Pony Express Hotel.  It includes vernacular Italianate architecture.																	
Nortonia Boarding House	Residential buildings on the National Register of Historic Places in Nevada;Queen Anne architecture in Nevada;Colonial Revival architecture in Nevada;Houses completed in 1900;National Register of Historic Places in Reno, Nevada;Hotels in Nevada	Nortonia Boarding House, at 150 Ridge St. in Reno, Nevada, was built in c.1900-1904.  In 1906 it was purchased by Norton, who changed it to a boarding house, and it was also extended then. It is primarily Queen Anne style architecture in the United States Queen Anne in style but includes elements of Colonial Revival architecture Colonial Revival architecture as well.  It was listed on the National Register of Historic Places in 1983.  It is notable as "one of the best" surviving Queen Anne houses in Reno.																	
Anchorage Hotel	Hotel buildings on the National Register of Historic Places in Alaska;Hotel buildings completed in 1916;Hotel buildings completed in 1936;Hotels in Alaska;Buildings and structures on the National Register of Historic Places in Anchorage, Alaska;Tourism in Anchorage, Alaska	Historic Anchorage Hotel is a hotel located at 330 E Street in Anchorage, Alaska Anchorage, Alaska, United States. The original Anchorage Hotel building was built in 1916; the current hotel building, which was constructed as an annex to the hotel, opened in 1936. C.B. Wark built the first hotel building; while the building was originally a wood-frame structure, Frank Reed upgraded the building to a luxury hotel in 1917. The hotel outgrew its original building due to Anchorage's growth in the 1930s, so the Anchorage Hotel Annex was built in 1936 to house additional guests. The annex, designed by E. Ellsworth Sedille, had a Gothic Revival architecture Gothic design and was one of the tallest buildings in Anchorage at the time. Guests at the hotel included Warren Harding, Harold L. Ickes, Walt Disney, Wiley Post, and Will Rogers; the latter two stayed at the hotel only two days prior to their deaths in a plane crash. In addition, artist Sidney Laurence lived in the hotel for parts of the 1920s and 1930s; Laurence once exchanged a painting of Mount McKinley for a year's rent at the hotel.																	
San Ysidro Ranch	Hotels in California;Montecito, California	San Ysidro Ranch is a luxury resort located in the Montecito foothills of the Santa Ynez Mountains Santa Ynez Mountains. Originally deeded with the Presidio by Charles III of Spain, the San Ysidro Ranch exchanged hands, changing from a Mission farm, to a Citrus Ranch, to its current role as a hotel acquired by Ty Warner in 2000.																	
Sheraton Kansas City Hotel at Crown Center	Sheraton hotels;Hotels in Kansas City, Missouri;Skyscrapers in Kansas City, Missouri;Buildings and structures with revolving restaurants;Hotel buildings completed in 1980;Hotels established in 1980;Skyscraper hotels in Missouri	Sheraton Kansas City Hotel at Crown Center is a {{convert 153.62 m abbr=on disp=flip}}, 45-story hotel located in the Crown Center complex in Kansas City, Missouri. It was Missouri's Tallest Buildings and Structures Missouri's tallest building from 1980 to 1986. It is now the state's sixth-tallest building and Kansas City's third-tallest building.																	
Bost Building	National Historic Landmarks in Pennsylvania;Hotel buildings completed in 1892;Hotels in Pennsylvania;Buildings and structures in Allegheny County, Pennsylvania;Pittsburgh History & Landmarks Foundation Historic Landmarks;Museums in Allegheny County, Pennsylvania;Industry museums in Pennsylvania;Homestead, Pennsylvania;National Register of Historic Places in Allegheny County, Pennsylvania;Individually listed contributing properties to historic districts on the National Register in Pennsylvania	Bost Building, also known as Columbia Hotel, is located on East Eighth Avenue (Pennsylvania Route 837 PA 837) in Homestead, Pennsylvania Homestead, Pennsylvania, United States. Built just before the 1892 Homestead Strike, it was used as headquarters by the Amalgamated Association of Iron and Steel Workers and for reporters covering the confrontation. It is the only significant building associated with the strike that remains intact. It is a contributing property to the Homestead Historic District.  It was declared a National Historic Landmark in 1999.																	
Red Sulphur Springs Hotel	Buildings and structures in Monroe County, West Virginia;Defunct resorts in West Virginia;Destination spas;Hotel buildings completed in 1832;Hotels disestablished in 1917;Hotels established in 1832;Hotels in West Virginia;Historic American Buildings Survey in West Virginia;Defunct hotels in West Virginia	Red Sulphur Springs Hotel was a spring resort in Red Sulphur Springs, West Virginia. It held a social event every evening. When residents died there, to avoid compromising its reputation, bodies were secretly taken to a cemetery about two miles away, where many of the grave markers have no name. The hotel opened in 1832 and closed in 1917; the last event held there was a dance. At one time Martin Van Buren, the president of the United States, visited the hotel, which was once owned by Levi Morton, Vice President under Benjamin Harrison. After its closure in 1917, the hotel was dismantled and only a small, concrete base remains where the pavilion once stood.																	
Harris Ranch	Ranches in California;Agriculture in California;Intensive farming;Buildings and structures in Fresno County, California;Coalinga, California;San Joaquin Valley;Hotels in California;Restaurants in California;Companies based in Fresno County, California	Harris Ranch, or the Harris Cattle Ranch, feedlot is California's largest beef cattle beef producer, producing {{convert 150 e6lb}} of beef per year in 2010.  It is located alongside Interstate 5 in California Interstate 5 at its intersection with California State Route 198 State Route 198 east of Coalinga, California Coalinga, in the San Joaquin Valley of central California.  The ranch is owned by Harris Farms.																	
Fox Hotel	Hotels in Oklahoma;National Register of Historic Places in Harper County, Oklahoma;Hotel buildings completed in 1912;1912 establishments in Oklahoma	Fox Hotel, at Broadway and NE 1st St. in Laverne, Oklahoma, is a historic hotel built in 1912.  It was listed on the National Register of Historic Places in 1978.																	
Austin and Northwestern Railroad Historic District-Fairland to Llano	Historic districts on the National Register of Historic Places in Texas;National Register of Historic Places in Burnet County, Texas;National Register of Historic Places in Llano County, Texas;Buildings and structures completed in 1891;Hotels in Texas	Austin and Northwestern Railroad Historic District-Fairland to Llano is a {{convert 380 acre km2 adj=on}} historic district (United States) historic district in Burnet County, Texas Burnet County and Llano County, Texas, United States.  It was listed on the National Register of Historic Places in 1997.  The listing included four contributing buildings, 43 contributing structures, and three contributing sites.																	
Midwest Oil Company Hotel	Hotels in Wyoming;Women's club buildings;National Register of Historic Places in Natrona County, Wyoming;Hotel buildings completed in 1924;Company housing;History of women in Wyoming;1924 establishments in Wyoming	Midwest Oil Company Hotel, at 136 East 6th Street in Casper, Wyoming, is an historic hotel building which was listed on the National Register of Historic Places in 1983.  It has also served as the Casper Women's Club House. Originally built by the Midwest Oil Company to accommodate workers during the Casper oil boom, it was taken over by Amoco Standard Oil Company of Indiana when that company bought Midwest Oil. In the 1930s, in the waning days of oil production in Natrona County, Wyoming Natrona County, a local women's organization bought the hotel for $8,000 and was renamed the Casper Women's Club House.																	
Triumph Hotels		Triumph Hotels is a collection of historic boutique hotels in New York City which includes the Hotel Belleclaire (a designated landmark in Manhattan), The Iroquois New York The Iroquois Hotel and the Hotel Edison. Famous past guests have included James Dean, Abraham Lincoln and Mark Twain. The hotel brand is co-owned by Gerald Barad and Shimmie Horn.																	
E. W. Norris Service Station	Gas stations on the National Register of Historic Places in Kansas;National Register of Historic Places in Mitchell County, Kansas;Hotel buildings completed in 1926;Hotels in Kansas	E. W. Norris Service Station, at Market and Main Sts. in Glen Elder, Kansas, was built in 1926.  It was listed on the National Register of Historic Places in 1976.  The building is now the Castle Lodge hotel.																	
El Vado Auto Court	Hotel buildings completed in 1937;Hotels in Albuquerque, New Mexico;Buildings and structures on U.S. Route 66;Hotel buildings on the National Register of Historic Places in New Mexico;Motels in the United States;U.S. Route 66 in New Mexico;New Mexico State Register of Cultural Properties;National Register of Historic Places in Albuquerque, New Mexico;Pueblo Revival architecture in Albuquerque, New Mexico;1937 establishments in New Mexico	El Vado Auto Court is a historic motel in Albuquerque, New Mexico Albuquerque, New Mexico, located along former																	
Modern Auto Court	Motels in the United States;National Register of Historic Places in Albuquerque, New Mexico;Buildings and structures completed in 1937;Hotels in Albuquerque, New Mexico;Hotel buildings on the National Register of Historic Places in New Mexico;New Mexico State Register of Cultural Properties	Nob Hill Motel, formerly the Modern Auto Court, at 3712 Central Avenue (Albuquerque, New Mexico) Central Ave. SE. (the original U.S. Route 66) in Albuquerque, New Mexico, was built in 1937.  It was listed on the New Mexico State Register of Cultural Properties and the National Register of Historic Places in 1993. The listing included four contributing buildings.																	
Toyon Lodge, Saratoga	Hotels in California	Toyon Lodge is a multi-home property in Saratoga, California, United States. Built in 1910, it was run as a resort and restaurant from the 1930s to 1967 before being converted into residential apartments. It is nestled in the foothills of the Santa Cruz Mountains, and it is less than two miles away from Montalvo Arts Center.																	
Cliff Castle Casino Hotel	1995 establishments in Arizona;2018 establishments in Arizona;Buildings and structures in Yavapai County, Arizona;Casinos completed in 1995;Casino hotels;Casinos in Arizona;Hotels established in 1995;Hotels established in 2018;Hotels in Arizona;Native American casinos	Cliff Castle Casino Hotel is a casino hotel in Camp Verde, Arizona. It is owned and operated by the Yavapai–Apache Nation. The 122-room building it is in is the first six-story hotel in the Verde Valley.																	
Hotel Figueroa	1926 establishments in California;1920s architecture in the United States;Buildings and structures in Downtown Los Angeles;Hotel buildings completed in 1926;Hotels established in 1926;Hotels in Los Angeles County, California	Hotel Figueroa (also the Figueroa Hotel, colloquially The Fig) is a hotel building in the South Park (Downtown Los Angeles) South Park district of Downtown Los Angeles Downtown Los Angeles. Originally opened as a hostelry exclusive to women, the hotel underwent a transformation into a Moroccan architecture Moroccan-themed space in the 1970s before being restored to its initial Spanish Colonial architecture in 2014.																	
United States Hotel (Portland, Maine)	Hotels in Portland, Maine;1803 establishments in Maine;Hotel buildings completed in 1803;Hotels disestablished in 1900;Demolished hotels in the United States;Demolished buildings and structures in Portland, Maine	United States Hotel was a hotel in Portland, Maine. At the time of its closure, in 1900, it was one of the oldest hotels in the city, having been in business for 97 years. The hotel stood on Federal Street (Portland, Maine) Federal Street, behind Market House (Portland, Maine) Market House (built in 1825; later modified to become Portland's Old City Hall (Portland, Maine) original city hall), in what was then known as Monument Square (Portland, Maine) Haymarket Square. Built in 1803 as the Washington Hall Hotel, it was later renamed the Cumberland Hotel. It was renamed again, around 1829, to the Portland House, then the Cumberland House in 1835.																	
Falmouth Hotel (Maine)	Hotels in Portland, Maine;1868 establishments in Maine;Hotel buildings completed in 1868;Hotels disestablished in 1963;Demolished hotels in the United States;Demolished buildings and structures in Portland, Maine;19th century in Portland, Maine	Falmouth Hotel was a six-story, 240-room hotel in Portland, Maine. It stood on Middle Street, between a now-demolished Plum Street and the extant Union Street, from 1868 to 1963, when it was torn down for being a fire hazard. Presidents Ulysses S. Grant, William McKinley, Theodore Roosevelt, William Howard Taft and Warren G. Harding all stayed at the hotel, while United States Army General William Tecumseh Sherman William Sherman visited the hotel in 1898. Due to its regular hosting of functions, the hotel became known as the "hotel of a million banquets." Plum Street connected Fore Street (Portland, Maine) Fore Street and Middle Street between Exchange Street (Maine) Exchange Street and Union Street.																	
Genetti Hotel	Hotels in Pennsylvania;Buildings and structures in Williamsport, Pennsylvania;1922 establishments in Pennsylvania;Hotels established in 1922	Genetti Hotel, based in Williamsport, Pennsylvania, was built in 1921. It was originally named Lycoming Hotel.																	
Comstock Hotel & Casino	Hotels in Reno, Nevada;Casinos in Reno, Nevada;Buildings and structures completed in 1978;Modernist architecture in Nevada;Hotels established in 1978;Hotel buildings completed in 1978;Defunct hotels in Nevada;Defunct casinos in Nevada;Casinos completed in 1978	Comstock Hotel & Casino is a former hotel and casino in Reno, Nevada, USA. The building is now home to the Residences at Riverwalk Towers.																	
Angebilt Hotel	Hotels in Orlando, Florida;Buildings and structures in Orlando, Florida;Commercial buildings completed in 1923;Skyscrapers in Orlando, Florida;Defunct hotels in Florida;1923 establishments in Florida	Angebilt Hotel is a hotel located in Orlando, Florida, at 37 North Orange Avenue. Designed by architect Murray S. King, the 11-story building was built from 1921 to 1923 and opened on March 14, 1923.<ref name=Cfmemory>{{cite web  url= http://www.cfmemory.org/Learn/Stories/StoryView.php?s=16 title=Florida Stories: Hotels: Page:5 Angebilt author=  date=  website= cfmemory.org publisher=Central Florida Memory  access-date=September 7, 2016  quote=In June 1920, J.F. Ange announced plans for his million dollar hotel to be built at the northeast corner of Orange Avenue and Oak Street in downtown Orlando. Ange's vision of a 240-room structure became a reality on March 14, 1923 with most of Orlando attending to see the opening of the new skyscraper building. The Angebilt Hotel quickly became the social center of downtown Orlando with several organizations holding their functions and meetings in the hotel. By the mid-1920s the hotel boasted a restaurant, pharmacy, barbershop, and a bookstore. The Angebilt Hotel would set the standard by which other hotels would be created and as the decade drew to a close, several hotels emerged on the scene.}}</ref> It was operated by Joseph Fenner Ange since the Angebilt's opening until May 1923 when he announced bankruptcy and left the hotel. But the next year, it was sold at public auction and re-opened. Then on February 27, 1983, it suffered a fire on the top 2 floors and was closed for renovations. Today, the Angebilt is now offices with bars and retail on the ground floor.																	
Sprucewold Lodge	Commercial buildings on the National Register of Historic Places in Maine;Buildings and structures completed in 1927;Buildings and structures in Lincoln County, Maine;Boothbay Harbor, Maine;Hotels in Maine	Sprucewold Lodge is a historic summer tourist accommodation at 4-9 Nahanada Road in Boothbay Harbor, Maine.  Its main lodge built in 1927, it was the centerpiece of an extensive rustic retreat on the Spruce Point peninsula southeast of downtown Boothbay Harbor.  The lodge is one of the state's finest examples of rustic Adirondack architecture, and was listed on the National Register of Historic Places in 2014.  In 2016, the lodge was listed for sale.																	
Key Largo (hotel and casino)	Buildings and structures destroyed in 2013;Hotels in Paradise, Nevada;Casinos completed in 1978;Casino hotels;Defunct casinos in the Las Vegas Valley;Defunct hotels in the Las Vegas Valley;Hotel buildings completed in 1974;Demolished hotels in Clark County, Nevada;1974 establishments in Nevada	Key Largo (also known as Choice Hotels Quality Inn Key Largo Casino) was a hotel and casino located on {{convert 4.85 acre abbr=on}} of land at 377 Flamingo Road (Las Vegas) East Flamingo Road, one mile east of the Las Vegas Strip, in Paradise, Nevada.																	
Old St. Francis School	2000 disestablishments in Oregon;Buildings and structures in Bend, Oregon;Culture of Bend, Oregon;Defunct schools in Oregon;McMenamins;Schools in Deschutes County, Oregon;Hotels in Oregon;School buildings completed in 1939	St. Francis School in Bend, Oregon, was designed by Hugh Thompson (architect) Hugh Thompson and planned for the site of the Catholic parish house, adjoining St. Francis Catholic Church. It was budgeted at $45,000 ($35,000 for the building and $10,000 for equipment). The two-story structure was planned to face Lava Road and was to include four classrooms, an assembly hall, and a principal's room on the first floor with two more classrooms and a "large parish hall" on the second floor "to be used by altar societies, the Knights of Columbus and by children's organizations of the parish."																	
Winvian	Resorts in Connecticut;Hotels in Connecticut	Winvian Farm is a {{convert 113 acre km2 adj=on}} private, luxury resort located in Morris, Connecticut.																	
Hotel Valley Ho	Hotel buildings completed in 1956;Residential buildings completed in 2005|Hotel Valley Ho;Modernist architecture in Arizona|Hotel Valley Ho;Resorts in Arizona;Condo hotels in the United States;Hotels in Arizona;Buildings and structures in Scottsdale, Arizona|Hotel Valley Ho;Hotels established in 1956	Hotel Valley Ho is a historic hotel in Scottsdale, Arizona. Also called the Valley Ho and, for 28 years, the Ramada Valley Ho, the hotel was originally designed by Edward L. Varney. It first opened in 1956 with a forward-looking and futuristic design. Movie stars and famous baseball players stayed, and the building quickly became known for its trendsetting guests and its fashionable atmosphere. The success of the venture resulted in expansion in 1958, with two additional two-story wings of guest rooms extending to the north. Though initially proposed by Varney, a central tower of guest rooms, rising over the lobby, was not built.																	
Rockingham Hotel	Hotel buildings on the National Register of Historic Places in New Hampshire;Colonial Revival architecture in New Hampshire;Hotel buildings completed in 1885;Buildings and structures in Portsmouth, New Hampshire;Hotels in New Hampshire	Rockingham Hotel is a historic former hotel and contemporary condominium at 401 State Street in Portsmouth, New Hampshire, United States.  Built in 1885, it is a prominent early example of Colonial Revival architecture, built in part in homage to Woodbury Langdon, whose 1785 home occupied the site.  Langdon's home and the hotel both played host to leading figures of their day, and the hotel was one of the finest in northern New England.  The hotel, now converted to condominiums, was added to the National Register of Historic Places in 1982.																	
The Ritz-Carlton, Washington, D.C.	Hotels in Washington, D.C.;The Ritz-Carlton Hotel Company|Washington D.C.	The Ritz-Carlton Washington, D.C. is a luxury hotel located at 1150 22nd Street NW in the West End, Washington, D.C. West End neighborhood of Washington, D.C., in the United States. Managed by the Ritz-Carlton Hotel Company, the hotel has 300 guest rooms, including 267 deluxe rooms and 32 suites.																	
Grand Hyatt Washington	Hotel buildings completed in 1987;Hotels in Washington, D.C.;Hyatt Hotels and Resorts	Grand Hyatt Washington is a hotel in Washington, D.C., in the United States. The 897-room hotel, located at 1000 H Street NW, serves both tourist and business travel. From the time the hotel opened until 2003, it was directly across from the Washington Convention Center and served as a "convention headquarters" hotel for many conventions. The convention center closed and was demolished in 2004. CityCenterDC, a major office, residential, and retail complex, now occupies the site.																	
Hotel Zena, a Viceroy Urban Retreat	Hotels in Washington, D.C.;Hotels established in 1974;Hotel buildings completed in 1974	Hotel Zena, a Viceroy Urban Retreat is a hotel in Washington, D.C., United States. It is located at 1155 14th Street Northwest. The hotel has 193 rooms and 2 bars.																	
Mayflower Inn on Manomet Point	Hotels in Massachusetts;Buildings and structures in Plymouth, Massachusetts;Hotels established in 1917	The Mayflower Inn on Manomet Point, Plymouth, Massachusetts Plymouth Massachusetts was a large wooden structure set atop a hill off Point Road, with sweeping vistas of White Horse Beach to the north and the Cape Cod Bay and Scooks Pond to the south. Its exterior is similar in design to the Chatham Bars Inn, located in Chatham Massachusetts, which opened in 1914.																	
Tideline Ocean Resort & Spa		Tideline Ocean Resort and Spa - Palm Beach, formerly named Omphoy Ocean Resort, is a luxury hotel that opened in Palm Beach, Florida Palm Beach, Florida, United States during the summer of 2009. The Tideline Ocean Resort & Spa is a 134-room property situated on South Ocean Blvd.																	
Aulani	2011 establishments in Hawaii;Buildings and structures in Honolulu County, Hawaii;Disney Vacation Club;Hotel buildings completed in 2011;Hotels established in 2011;Hotels in Hawaii;Resorts in Hawaii	Aulani, a Disney Resort & Spa, is a beachside resort hotel at the Ko Olina Resort in Kapolei, Hawaii, on the island of Oahu. It is one of Disney's "stand-alone" hotel situated in a location without any adjacent theme parks, alongside Disney's Hilton Head Island Resort and Disney's Vero Beach Resort.																	
Chilhowee Inn	Hotels in Tennessee;Hotels in Knoxville, Tennessee	Chilhowee Inn was an inn built by the Schlosser Leather Company in 1902 in Walland, Tennessee Walland, Tennessee. It was constructed as a five room cottage to house executives visiting the nearby tannery. This was the last stop of the Knoxville and Augusta line of the Southern Railway (U.S.) Southern Railway System, and the starting point for the Little River Railroad (Tennessee) Little River Railroad. The Inn was named by Mrs. Rachel Fisher, wife of the builder, Mr. A. J. Fisher who was also superintendent of the tannery.																	
John Chambers House	Houses in Mackinac County, Michigan;Houses on the National Register of Historic Places in Michigan;Colonial Revival architecture in Michigan;Houses completed in 1870;Hotels in Michigan	John Chambers House is an originally residential building located at 90 North State Street in St. Ignace, Michigan. The house is currently operated as the Colonial House Inn.  It was listed on the National Register of Historic Places in 1982.																	
LaFrance Hotel	Delray Beach, Florida	LaFrance Hotel is a historic African American hotel that was opened in 1949 in Delray Beach, Florida.																	
Latchis Hotel and Theatre	Buildings and structures in Brattleboro, Vermont;Art Deco architecture in Vermont;Art Deco cinemas and movie theaters;Commercial buildings completed in 1938;Cinemas and movie theaters in Vermont;Hotels in Vermont	Latchis Hotel and Theatre (originally the Latchis Memorial Building) is an Art deco buildings art deco building in Brattleboro, Vermont, first built in 1938. The building is one of only two extant Art Deco buildings in Vermont. The building is run by the Brattleboro Arts Initiative, a local non-profit.																	
Hotel Claridge (Memphis, Tennessee)	National Register of Historic Places in Tennessee;Hotel buildings completed in 1924;Hotels in Memphis, Tennessee	Hotel Claridge is a historic hotel building in Memphis, Tennessee, U.S.. It was built in 1924 for Charles Levy and Morris Corn, two businessmen from St. Louis, Missouri. Its construction cost $1.5 million, and it was designed by the Memphis architectural firm of Jones & Furbringer and the St. Louis firm of Barnett, Haynes & Barnett.																	
Alpenhof Lodge	Hotel buildings on the National Register of Historic Places in Wyoming;Hotel buildings completed in 1965;Hotels in Wyoming;Buildings and structures in Teton County, Wyoming;1965 establishments in Wyoming;Historic Hotels of America	Alpenhof Lodge in Teton Village, Wyoming Teton Village in Teton County, Wyoming is an Alpine style hotel that was built in 1965.  It was listed on the National Register of Historic Places in 2016. Alpenhof Lodge has also been a member of Historic Hotels of America, an official program of the National Trust for Historic Preservation, since 2017.																	
Big Horn Hotel	Hotel buildings on the National Register of Historic Places in Wyoming;Hotel buildings completed in 1906;Natrona County, Wyoming;Hotels in Wyoming;1906 establishments in Wyoming;1985 disestablishments in Wyoming;Buildings and structures destroyed in 1985	Big Horn Hotel, on Main St. in Arminto, Wyoming, was built in 1906.  It was listed on the National Register of Historic Places in 1978.																	
Pyburn House	Houses on the National Register of Historic Places in New Mexico;Residential buildings completed in 1937;Buildings and structures in Lea County, New Mexico;Hotels in New Mexico;New Mexico State Register of Cultural Properties;1937 establishments in New Mexico	Pyburn House, at 203 Fourth Street in Lovington, New Mexico, is an unusual building which was built during 1935–1937.  It has also been known as Pyburn Apartments and as the Cornerstone Inn. It was listed on the National Register of Historic Places in 1995.																	
Chumash Casino Resort	Casinos in California;Hotels in California;Native American casinos;Resorts in California;Casino hotels	Chumash Casino Resort is owned and operated by the Santa Ynez Band of Chumash Mission Indians. Chumash is located near Santa Ynez, California Santa Ynez Airport, in the Santa Ynez Indian Reservation, about {{convert 5 mi km}} east of Solvang, California.																	
Portland Marriott Downtown Waterfront	1980 establishments in Oregon;Hotel buildings completed in 1980;Hotels established in 1980;Hotels in Portland, Oregon;Marriott hotels	Portland Marriott Downtown Waterfront is a Marriott Hotels & Resorts Marriott hotel in downtown Portland, Oregon, United States. It opened in 1980 as the Portland Marriott Hotel. The hotel underwent a major renovation in 2015.																	
Bross Hotel	Hotels in Colorado;National Register of Historic Places in Delta County, Colorado;Victorian architecture in Colorado	Bross Hotel, at 312 Onarga Avenue in Paonia, Colorado, was listed on the National Register of Historic Places in 2015.																	
Hotel Franklin	Hotels in Oklahoma;National Register of Historic Places in Greer County, Oklahoma;Late 19th and Early 20th Century American Movements architecture;Buildings and structures completed in 1929	Hotel Franklin, at 217 West Jefferson in Mangum, Oklahoma, was built in 1929.  It was listed on the National Register of Historic Places in 2007.																	
The Hoxton, Portland	2018 establishments in Oregon;Hotels established in 2018;Hotels in Portland, Oregon;Buildings and structures in Old Town Chinatown;Northwest Portland, Oregon	The Hoxton, Portland is a hotel in Portland, Oregon's Old Town Chinatown neighborhood, in the United States. The 119-room hotel, part of The Hoxton the European chain, opened on November 12, 2018. The property includes the renovated three-story Grove Hotel, which opened in 1907, as well as a nine-story addition. Also featured are lobby restaurant called La Neta, a rooftop taqueria called Tope, and a speakeasy in the basement.																	
Hoff Building	Skyscraper office buildings in Boise, Idaho;Hotels in Idaho;Office buildings completed in 1976;Commercial buildings on the National Register of Historic Places in Idaho;Historic district contributing properties in Idaho;Art Deco architecture in Idaho	Hoff Building is an historic building in the Western United States western United States, located in Boise, Idaho Boise, Idaho. Designed by Boise architects Tourtellotte & Hummel, it was constructed {{Time ago 1930}} in 1930 in the style of Art Deco in the United States Art Deco. Known as Hotel Boise until 1976, the building is a contributing resource in the Boise Capitol Area District, listed on the National Register of Historic Places since May 12, 1976.																	
Stearns Hotel		Stearns Hotel is a historic hotel in Ludington, Michigan, in the United States. Built in 1903 by Justus Stearns, a leading businessman in Ludington ranging from banking, lumbering, mining and many other endeavors throughout the Midwestern United States. The Stearns Hotel opened on July 1, 1903. For the first five years H.S. Read, a well known and accomplished hotel manager in Northern Michigan, was contracted to manage the building. It was known for being one of the finest furnished hotels in the area. It is remembered as being one of the first hotels in West Michigan to have in-room plumbing (hot and cold water), phones in every room (including long distance), automatic sprinklers throughout the hotel, and bath in nearly every room, which made it a high end hotel for its time. When built the hotel held 90 rooms within its three-story structure (and basement). The hotel had a beautiful front entrance with a porch. Much like today, the hotel advertised to have a beautiful bridal room (today it is referred to as the ballroom).																	
The Ritz-Carlton Dallas, Las Colinas	Golf clubs and courses in Texas;Hotels in Texas;Sports in Irving, Texas;Buildings and structures in Irving, Texas;Tourist attractions in Dallas County, Texas;Hotel buildings completed in 1986;Hotels established in 1986	The Ritz-Carlton Dallas, Las Colinas is a golf resort in  Irving, Texas, United States. The resort contains a 431-room hotel, two restaurants, lounge bars, a spa, swimming pool, gym, tennis courts and two golf courses, featuring a Tournament Players Club course, TPC Las Colinas, that hosted the PGA Tour's annual AT&T Byron Nelson from 1983-2017.																	
The Balsams Grand Resort Hotel	Buildings and structures in Coös County, New Hampshire;Hotels in New Hampshire;Defunct ski areas and resorts in New Hampshire;Golf clubs and courses in New Hampshire;Golf clubs and courses designed by Donald Ross;Hotel buildings on the National Register of Historic Places in New Hampshire;Tourist attractions in Coös County, New Hampshire;National Register of Historic Places in Coös County, New Hampshire	The Balsams Grand Resort Hotel is a grand hotel and ski resort located in Dixville Notch, New Hampshire Dixville Notch in New Hampshire, United States. It has been closed since 2011. The resort grounds cover {{convert 11,000 acre km2}} and feature {{convert 95 km abbr=on}} of cross-country skiing cross-country ski trails, an alpine skiing alpine ski area with 16 trails, five Glade (geography) glade areas and a terrain park. There is also a nine-hole golf golf course and an 18-hole championship course called "Panorama" which was designed by Donald Ross (golfer) Donald Ross. The site continues to be a polling place for the New Hampshire midnight voting on the day of state's primary and general elections.																	
Thayer Hotel	1926 establishments in New York (state);Buildings and structures in Orange County, New York;Highland Falls, New York;Hotel buildings completed in 1926;Hotels established in 1926;Hotels in New York (state)	Thayer Hotel is a 151-room "Historic Hotel of America" property located 50 miles north of New York City on the banks of the Hudson River at 674 Thayer Road in West Point, New York on the campus of the United States Military Academy. It is named after Sylvanus Thayer, West Point class of 1808, the "father of the Military Academy." It replaced the West Point Hotel in 1926.																	
